id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados
6,indecopi,gemma2:9b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"Si quieres pedir una indemnización o reparación por daños, el Libro de Reclamaciones no es la mejor opción. Lo ideal es que contactes directamente con INDECOPI. 


INDECOPI te puede ayudar a resolver tu problema sin necesidad de ir a tribunales.  

Puedes presentar tu caso en línea a través de su página web o visitando una oficina de INDECOPI.  
","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT,1.52,3
7,productos_defectuosos,gemma2:9b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No te pueden negar un cambio si tu prenda tiene roturas o mala calidad.  Tienes derecho a pedir el cambio por uno nuevo o el reembolso del dinero. 


Puedes hacer lo siguiente:

1. **Preséntate al vendedor** con la prenda defectuosa y tu comprobante de compra. 
2. **Explica claramente el problema**: que tiene roturas o mala calidad.
3. **Solicita amablemente el cambio por una prenda igual en buen estado o un reembolso**. Si no te lo dan, pide hablar con el gerente.

Recuerda: tienes derecho a recibir una atención adecuada y justa como consumidor.


","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.09,3
8,servicios_financieros,gemma2:9b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"No, el banco no puede cobrarte comisiones ocultas o concepto extras por tu tarjeta de crédito sin avisarte antes.  

Antes de que contrates la tarjeta, la empresa debe informarte sobre todas las comisiones que podrías pagar, incluyendo si hay una comisión por membresía. 


Fuentes legales: Séptima.- Oferta de tarjetas de crédito sin comisión de membresía.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Resolución SBS N° 3274-2017 | Resolución SBS N° 3274-2017,1.48,3
9,libro_reclamaciones,gemma2:9b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Si, cualquier empresa o negocio digital tiene que tener un ""libro de reclamaciones"", ya sea físico o virtual.  

**Fuentes legales:** Artículo 150 del Decreto Legislativo Nº 1027 (Ley de Protección al Consumidor) . 


","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,1.1,3
10,precios,gemma2:9b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, no pueden cobrarte más del precio que te mostraron. 

Si el precio que te dicen al momento de pagar es diferente al que estaba publicado, puedes decirle al vendedor que quieres pagar el precio original que se marcó.  


Fuentes legales utilizadas: Artículo 7.1 del Decreto Legislativo N° 946 - Ley de Protección y Defensa al Consumidor.
","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,1.43,3
1,libro_reclamaciones,mistral-nemo:12b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"La diferencia principal entre una queja y un reclamo está en el objeto de la reclamación. La queja se refiere a un malestar o descontento con la atención recibida del proveedor, pero no necesariamente está relacionada con el producto o servicio adquirido (por ejemplo, si el personal de seguridad es descortés). En cambio, el reclamo sí está relacionado directamente con una falla o disconformidad en el producto o servicio comprado (por ejemplo, un televisor que no funciona), y se presenta a través del Libro de Reclamaciones del proveedor.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones,6.19,3
2,telecomunicaciones,mistral-nemo:12b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes un problema con tu servicio de telefonía móvil, puedes hacer lo siguiente:

1. Comunícate con la empresa proveedora de tu servicio (operador) para intentar solucionar el problema directamente con ellos.
2. Si no logras solucionar el problema con el operador o consideras que han incumplido tus derechos como consumidor, puedes presentar un reclamo ante la Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros (CONADECUS), que es el organismo encargado de proteger los derechos de los usuarios en temas financieros, incluyendo servicios de telefonía móvil.
3. Para presentar tu reclamo ante CONADECUS, puedes hacerlo a través de su página web (www.conadecus.gob.pe) o acercarte a sus oficinas.
4. Es importante que tengas todos los documentos relacionados con el problema (facturas, correos electrónicos, mensajes de texto, entre otros) para poder demostrar tu caso.

Recuerda que es fundamental estar tranquilo y explicar detalladamente el problema para que puedan ayudarte adecuadamente.

Fuente: Ley N° 29571 - Ley del Sistema Nacional de Protección al Usuario del Servicios Financieros","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones,3.77,3
3,indecopi,mistral-nemo:12b,¿Qué diferencia una denuncia de una reclamación?,"Una reclamación es un derecho que tienes como consumidor para exigir a la empresa o proveedor que te arregle algún problema con un producto o servicio que compraste. Esto puede ser porque el producto estaba defectuoso, no cumplió con lo prometido, te cobraron de más o por cualquier otra razón que tenga que ver con tu experiencia como consumidor.

Por otro lado, una denuncia es cuando reportas a las autoridades algún acto ilegal o delito cometido por alguien. Por ejemplo, si viste a alguien robando o infringiendo la ley, puedes denunciarlo a la policía para que investiguen y tomen acciones correspondientes.

La principal diferencia entre ambas es que una reclamación se dirige directamente a la empresa o proveedor para solucionar un problema con algo que compraste, mientras que una denuncia se hace ante las autoridades para reportar algún acto ilegal.

Fuentes legales:

* Ley del Consumidor (Decreto Supremo N° 074-2019-PCM)
* Código Penal del Perú (Decreto Legislativo N° 635)",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,3.41,3
4,inmobiliario,mistral-nemo:12b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Cuando compras un departamento con una inmobiliaria, el contrato de compraventa debe incluir información clara y detallada para proteger tus derechos como consumidor. Asegúrate que figure lo siguiente:

1. Identificación del vendedor (inmobiliaria o persona) y del comprador.
2. Descripción detallada del departamento: ubicación, área, número de habitaciones, baño(s), entre otros detalles relevantes.
3. Precio total del departamento y forma de pago (moneda, plazo, número de cuotas, etc.).
4. Garantías otorgadas por el vendedor sobre la propiedad (por ejemplo, si es nueva o reventa).
5. Fechas importantes: fecha de entrega del inmueble al comprador y plazo para hacer efectiva la compra.
6. Cláusulas que regulen posibles problemas futuros, como las reparaciones necesarias antes de la entrega.

Es importante recordar que, según el Código de Protección y Defensa del Consumidor, las partes deben negociar de manera clara y transparente. Si tienes dudas o no entiendes algún término en el contrato, pregunta a la inmobiliaria antes de firmar.

Fuente:
Código de Protección y Defensa del Consumidor (Decreto Legislativo N° 748). Disponible en: <http://www.gob.pe/consumidor/legislation/codigos_y_decretos.html>","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,4.22,3
5,servicios_financieros,mistral-nemo:12b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes derecho a pagar tus préstamos con anticipación. Esto se conoce como ""pagos anticipados"" o ""amortización anticipada"". Aquí te explico cómo hacerlo paso a paso:

1. Revisa tu contrato de préstamo para conocer las condiciones de amortización anticipada que acepta el banco.
2. Asegúrate de que no hay ninguna cláusula que penalice los pagos anticipados o que requiera una cantidad mínima para hacerlos.
3. Si todo está en orden, entonces puedes hacer un pago adicional sobre el saldo de tu préstamo. Este pago adicional reducirá el monto total del préstamo y, por lo tanto, disminuirá la cantidad de intereses a pagar.
4. Es importante que especifiques que se trata de un pago anticipado para evitar confusiones con otros pagos como las cuotas mensuales.

Ten en cuenta que, según la Ley N° 29571, ""Ley de Protección y Defensa del Consumidor Financiero"", los bancos no pueden cobrar ninguna comisión por amortización anticipada. Sin embargo, siempre es recomendable verificar las condiciones específicas de tu préstamo antes de realizar cualquier pago adicional.

Fuentes legales utilizadas:
- Ley N° 29571, ""Ley de Protección y Defensa del Consumidor Financiero""","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,4.11,3
6,indecopi,mistral-nemo:12b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"Sí, puedes pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o ante la Comisión Nacional para la Protección y Defensa del Consumidor (INDICOPI). Sin embargo, debes recordar que el proceso varía dependiendo de si usas el Libro de Reclamaciones o te diriges directamente a INDICOPI.

Si decides usar el Libro de Reclamaciones, estos son los pasos prácticos que puedes seguir:

1. Busca el libro en la tienda o empresa donde compraste el producto o recibiste el servicio.
2. Escribe una descripción clara y detallada del problema que tuviste con el producto o servicio.
3. Incluye pruebas que respalden tu reclamo, como fotos o recibos.
4. Entrega el libro de reclamaciones lleno a un empleado de la tienda o empresa.

Si prefieres dirigirte a INDICOPI para pedir una reparación o indemnización, estos son los pasos prácticos:

1. Visita el sitio web de INDICOPI (www.consumidor.gob.pe) y completa el formulario de denuncia en línea.
2. Si no puedes completar el formulario en línea, acude a la sede principal de INDICOPI en Lima o a alguna de sus oficinas regionales para llenar el formato de denuncia manualmente.
3. Presenta cualquier prueba que respalde tu reclamo, como fotos o recibos.

Recuerda que, si decides presentar una demanda judicial por daños y perjuicios, debes contar con un abogado y seguir los procedimientos legales correspondientes.

Fuentes legales:
Ley del Consumidor (Ley N° 2461)","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT,5.0,3
7,productos_defectuosos,mistral-nemo:12b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No, si compraste la ropa para uso personal, tienes derecho a que te la cambien o te devuelvan tu dinero. Para hacer esto, sigue estos pasos:

1. Guarda la factura de compra.
2. Revisa el estado de la prenda con calma y toma fotos si es posible.
3. Lleva la prenda y la factura al local donde la compraste para solicitar cambio o devolución.
4. Si te niegan, explica que como consumidor tienes derecho a que te cambien el producto si tiene defectos o mala calidad (Decreto Legislativo N° 105 - Ley del Consumidor).
5. Si aún así no acceden, puedes denunciar ante Indecopi.

Fuente: Decreto Legislativo N° 105 - Ley del Consumidor","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.66,3
8,servicios_financieros,mistral-nemo:12b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"No. Según la Séptima Disposición Complementaria de la Ley del Sistema Financiero y del Sistema de Protección al Consumidor (Ley N° 29571), las empresas que emiten tarjetas de crédito deben contar con por lo menos una tarjeta sin comisión de membresía. Estas empresas también están obligadas a informarte sobre esta opción antes de contratar cualquier tarjeta.

Si descubres que te han cobrado comisiones o conceptos en tu tarjeta de crédito sin haberte avisado, tienes derecho a reclamar y exigir la devolución de ese dinero. Para hacerlo, lo primero es revisar el contrato de tu tarjeta para ver si realmente estás siendo cobrado por algo no autorizado.

Luego, debes comunicarte con el banco o entidad emisora de la tarjeta para expresar tu reclamo. Puedes hacer esto a través de una carta escrita, un correo electrónico o una llamada telefónica. En esta comunicación, explica cuál es el problema y que quieres que se devuelva el dinero cobrado indebidamente.

Si no logras solucionar el problema directamente con el banco, puedes presentar una denuncia ante Indecopi (Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual). Para hacer esto, debes seguir los procedimientos establecidos en su sitio web o en sus oficinas.

En resumen, es importante estar al tanto de las condiciones de tu tarjeta de crédito para evitar ser cobrado indebidamente. Si happens algo así, tienes derecho a reclamar y exigir la devolución del dinero cobrado sin autorización. La Ley N° 29571 establece esta protección para los usuarios de tarjetas de crédito.

Fuentes:
- Ley N° 29571 - Sistema Financiero y del Sistema de Protección al Consumidor",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Resolución SBS N° 3274-2017 | Resolución SBS N° 3274-2017,5.42,3
9,libro_reclamaciones,mistral-nemo:12b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital en Perú debe tener un libro de reclamaciones según lo establecido por el Código de Protección y Defensa del Consumidor. Esto permite a los consumidores expresar sus reclamos o sugerencias de manera fácil y clara.

Para hacer uso del libro de reclamaciones, sigue estos pasos prácticos:

1. Busca en la página web del negocio digital si tienen un enlace directo al libro de reclamaciones.
2. Si no encuentras el enlace, busca información sobre cómo realizar una reclamación en sus términos y condiciones o políticas de privacidad.
3. En caso no halles la información, comunícate con ellos a través de correo electrónico o redes sociales preguntando por el libro de reclamaciones.

Si aún así no tienes éxito, puedes denunciar al negocio ante Indecopi (Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intellectual) en su plataforma virtual o mediante una llamada telefónica al 0801-4000.

Fuente: Código de Protección y Defensa del Consumidor - Decreto Ley N° 762 (Artículo 150).","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,3.38,3
10,precios,mistral-nemo:12b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"Según el artículo 7 del Código del Consumidor peruano, los proveedores no pueden obligar a los consumidores a pagar sumas adicionales por el uso de un medio de pago específico. Si el precio está diferenciado según el medio de pago, esa información debe estar claramente visible en la tienda o página web.

Si te encuentras con un proveedor que cobra más de lo acordado solo porque estás utilizando un medio de pago específico, puedes hacer lo siguiente:

1. Revisa si en el local o sitio web se indica que hay precios diferentes según el medio de pago.
2. Si no se menciona nada o si la información es confusa, recuerda que tienes derecho a pagar solo el precio publicado.
3. Paga la cantidad exacta que corresponde al producto o servicio, sin agregar ninguna suma adicional por el medio de pago utilizado.

Si el proveedor insiste en cobrarte más, puedes hacer una reclamación por escrito y enviar una copia a la Indecopi (Instituto Nacional para la Defensa de la Competencia y Protección de la Propiedad Intelectual). También puedes buscar asesoría legal para defender tus derechos como consumidor.

Fuente: Artículo 7 del Código del Consumidor peruano.","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,3.59,3
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"En Perú, entender la diferencia entre una queja y un reclamo es clave para proteger tus derechos como consumidor. Aquí está cómo puedes diferenciarlos:

1. **Queja**: Es cuando te sientes incómodo o molesto por algo relacionado con el servicio o atención brindada por la empresa, pero no tiene que ver directamente con un producto defectuoso o malo. Por ejemplo, si el personal de una tienda es desagradable contigo.

2. **Reclamo**: Es cuando tienes un problema específico con un producto que compraste y este no funciona como debería. Esto también aplica para servicios que no cumplen las expectativas contractuales. Ejemplo: has adquirido un televisor nuevo pero no enciende.

Si te encuentras en una situación donde necesitas hacer un reclamo, debes ir al Libro de Reclamaciones (que está disponible tanto físico como online) dentro del establecimiento y registrar tu queja allí. Luego, la empresa debe darte una respuesta oficial.

Es importante conocer la diferencia para presentar el tipo correcto de queja o reclamo según corresponda a tu situación.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones,8.81,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes un problema con tu servicio de telefonía móvil, puedes dirigirte al Operador Responsable de la Facturación (ORFEO), que es una entidad encargada de mediar entre los usuarios y los operadores móviles. El ORFEO te ayudará a resolver tus reclamos relacionados con servicios de telefonía móvil.

Aquí tienes cómo proceder paso a paso:

1. **Identifica tu problema:** Determina si se trata de un tema como falta de consentimiento, falta de cobertura, falta de información o cualquier otro que afecte el servicio de tu número telefónico.
   
2. **Recopila evidencias:** Anota fechas y detalles específicos sobre lo que ha ocurrido. Esto incluye facturas, mensajes de texto, llamadas recibidas, entre otros.

3. **Presenta tu reclamo a ORFEO:** Visita el sitio web oficial del ORFEO (www.orfeo.com.pe) o llama al número gratuito que ofrecen para presentar tu reclamo. Debes proporcionar tus datos personales y la información necesaria sobre tu problema.

4. **Espera una respuesta:** Una vez recibida tu solicitud, ORFEO investigará el caso e informará a ambas partes (cliente y operador) sobre los resultados del proceso de revisión. El plazo máximo para que te respondan es de 10 días hábiles desde la presentación del reclamo.

5. **Sigue las recomendaciones:** Si ORFEO determina que tienes razón, el operador móvil debería corregir la situación según lo indicado en las normativas legales mencionadas anteriormente (como retornar tu número a tu operador original si se trató de una portabilidad no consentida).

Recuerda que siempre es importante mantener tus registros y seguir los pasos recomendados para asegurarte de que tus derechos como consumidor sean respetados.

Fuente legal: Ley del Código de Protección al Usuario de Servicios de Comunicaciones Electrónicas.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones,7.61,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,"En el contexto peruano, una denuncia y una reclamación tienen usos diferentes:

- **Reclamación**: Es cuando un cliente no está contento con algún producto o servicio que le han proporcionado. Podría ser porque algo llegó dañado, no funciona bien, o no es lo que esperaba. La reclamación se presenta a la empresa directamente para solucionar el problema.

- **Denuncia**: Se utiliza cuando sientes que tus derechos como consumidor están siendo violados de una manera grave y quieren hacer oficial tu queja para que las autoridades actúen. Por ejemplo, si un producto es peligroso o si la empresa está haciendo algo ilegal.

Entonces, en resumen:
- **Reclamación**: Procesos menores con la empresa directamente.
- **Denuncia**: Cuando necesitas involucrar a las autoridades debido a violaciones graves.

Para ambos casos es importante seguir los plazos y procedimientos establecidos para evitar que sean declarados improcedentes.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,4.24,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Para asegurarte de que estás protegido al comprar tu departamento a través de una inmobiliaria (considerada como proveedor inmobiliario), debes tener cuidado con lo que figura en el contrato. Aquí te doy algunos puntos clave que deben incluirse:

1. **Datos del comprador y vendedor**: Deben estar claramente identificados, incluyendo nombre completo, documento de identidad, número de teléfono y dirección.

2. **Detalles del inmueble**: Especifica la ubicación exacta (calle, número, ciudad), descripción detallada del departamento (número de habitaciones, área en metros cuadrados, etc.), estado del inmueble y cualquier característica importante como si tiene piscina o parqueo.

3. **Precio total**: Debe incluir el valor final que estás dispuesto a pagar por el departamento, sin excepciones ni gastos adicionales ocultos.

4. **Forma de pago**: Indica cómo se realizarán los pagos (en cuotas, un solo pago), la fecha en que debes entregar cada cuota y si hay algún penalización por retraso.

5. **Garantía**: Debe especificar el plazo dentro del cual puedes reclamar cualquier defecto oculto o no declarado del inmueble después de la compra.

6. **Condiciones adicionales**: Pueden incluir condiciones especiales acordadas entre ambas partes, como la entrega de muebles y electrodomésticos que vienen con el departamento.

7. **Firma y fecha**: Ambos comprador y vendedor deben firmar el contrato en presencia de un notario o testigo para validar los términos acordados y establecer una fecha específica.

Si crees que algo está faltando, no dudes en pedir una aclaración al proveedor inmobiliario. Es importante que todo quede muy claro antes de firmar cualquier documento legal.

Fuente: Código de Protección y Defensa del Consumidor y el Código Civil peruano.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,7.84,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes el derecho de pagar tus préstamos antes de la fecha establecida sin pagar multas adicionales. Esto se conoce como ""pagos anticipados"". Sin embargo, es importante tener en cuenta que si cancelas tu préstamo Mi Vivienda antes de tiempo, puedes perder el Bono de Buen Pagador.

Aquí te explico cómo proceder:

1. **Comunícate con tu banco**: Llama al banco o acércate a una sucursal para preguntar cuándo y cómo puedes realizar un pago anticipado sin penalizaciones.
2. **Revisa tus documentos**: Asegúrate de entender los términos de tu préstamo, ya que pueden haber cláusulas específicas sobre pagos anticipados.
3. **Realiza el pago**: Haz el depósito o la transferencia como lo indique tu banco para un pago adelantado.

Es importante verificar siempre con tu entidad financiera cuál es su política específica en cuanto a estos derechos, ya que pueden variar según los detalles del préstamo y las condiciones contractuales particulares.

Fuente legal: 
- Ley N.° 29033, Ley de Creación del Bono de Buen Pagador
- Reglamento del Nuevo Crédito Mi Vivienda","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,4.69,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"Para solicitar una indemnización o reparación por daños debido a productos o servicios, debes usar el Libro de Reclamaciones o presentar tu queja directamente ante la entidad regulatoria INDECOPI. Aquí te explico cómo hacerlo paso a paso:

1. **Libro de Reclamaciones:**
   - Ve al establecimiento donde obtuviste el producto o servicio.
   - Pide ver el Libro de Reclamaciones que tienen en el lugar.
   - Describe detalladamente tu problema y qué tipo de reparación deseas, como una indemnización.
   - El encargado debe registrarte allí y darte un recibo.

2. **INDECOPI:**
   - Puedes presentar tu reclamo directamente en INDECOPI o a través de su sitio web.
   - Detalla toda la información relevante del problema, incluyendo fechas, nombres del establecimiento, etc.
   - Anexa cualquier documentación que respalde tu reclamación, como facturas y fotografías.

Es importante hacer estas acciones lo antes posible después de que ocurra el problema. Si no obtienes una respuesta satisfactoria, INDECOPI te ayudará a mediar la situación o tomarán medidas para resolverlo.

Este procedimiento es diferente al requerido para solicitar reembolsos por gastos médicos y sepelio, que implica presentar documentos específicos como los mencionados anteriormente.

Fuente: Ley de Defensa del Consumidor y reglamentos de INDECOPI.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT | Cartilla informativa sobre SOAT,5.88,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No, no pueden negarse a cambiarle la prenda si está defectuosa. Como consumidor, tienes el derecho a recibir un producto sin daños ni defectos de fábrica. Aquí te explico cómo proceder:

1. **Reúna evidencia**: Tome fotos del producto con los defectos para tener pruebas.
2. **Comunique su problema**: Diríjase al lugar donde compró la prenda y explique el problema amablemente, mostrándole las fotos o el producto defectuoso.
3. **Solicite el cambio o reparación**: Pida que le cambien el artículo por uno nuevo o que lo reparen gratis.
4. **Consiga un recibo o carta**: Anote la fecha y el nombre del vendedor cuando entregue la prenda, para mantener un registro de su reclamo.

Si no obtiene respuesta o es tratado injustamente, puede ponerse en contacto con la autoridad nacional para la defensa de los consumidores como Proconsumo. También tiene derecho a presentar una queja ante el Ministerio de Economía y Finanzas (MEF) o acudir a la justicia.

Recuerda que según las leyes peruanas, tienes 15 días desde la compra para solicitar un cambio o reparación por defectos en el producto.","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,5.1,3
