embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados
e5-large,intfloat/multilingual-e5-large,10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?," No, los proveedores no pueden subir o cobrarte más del precio que muestren en su tienda o página web. De acuerdo con el artículo 4.2 del Código de Protección y Defensa del Consumidor (Ley N° 29571), los consumidores no pueden ser obligados al pago de sumas o recargos adicionales al precio fijado, salvo que se trate de servicios distintos o adicionales. En caso de incumplimiento del proveedor, los consumidores no pueden ser obligados a pagar más del precio indicado. Por otro lado, el artículo 7.1 del mismo código establece que si el proveedor diferencia el precio del producto o servicio en función del medio de pago, la información debe estar puesta en conocimiento del consumidor y respetarse el precio fijado por el producto o servicio.","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.13,3
e5-large,intfloat/multilingual-e5-large,11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?," No, los restaurantes no pueden obligarte a pagar una propina o un adicional al precio de la carta. Debe indicarse el precio total del producto o servicio en forma destacada y visible, y solo se puede cobrar sumas adicionales si son servicios distintos o adicionales, como transporte, instalación o similares cuya retribución no se encuentre incluida en el precio. Debe ser informado de manera previa, adecuada y oportuna al consumidor, incluyendo el precio correspondiente a los recargos adicionales que puedan ser determinables por el proveedor, y aceptado expresamente por el consumidor. La carga de probar ello corresponde al proveedor.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,1.6,3
e5-large,intfloat/multilingual-e5-large,12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?," No, el colegio no puede obligarte a comprar libros de texto nuevos para tus hijos. Según la Ley N° 29694, que protege a los consumidores de las prácticas abusivas en la selección de textos escolares, tienes derecho a adquirir libros de segunda mano y a utilizar materiales educativos de forma libre. Si el colegio te obliga a comprar libros nuevos, puedes comunicarte con INDECOPI para que investigue la situación ([INDECOPI](https://www.indecopi.gob.pe)).",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,1.45,3
bge-m3,BAAI/bge-m3,1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"En el contexto del Libro de Reclamaciones, una **queja** y un **reclamo** son diferentes:

1. **Queja**: Es cuando estás insatisfecho con la atención que recibiste pero no está relacionado directamente con lo que compraste o el servicio que pagaste. Por ejemplo, si te trataron mal en un supermercado o los baños del lugar están sucios, eso es una queja.

2. **Reclamo**: Es cuando hay algo mal con tu producto o servicio y estás insatisfecho porque no funciona como debería. Por ejemplo, compraste un televisor pero este no enciende; entonces debes hacer un reclamo.

Para resolver un reclamo, tienes que registrarlo en el Libro de Reclamaciones del lugar donde compraste. El proveedor debe darte una respuesta formal dentro de los 15 días hábiles después de tu reclamo.

Es importante recordar que si la empresa no resuelve tu reclamo o comete alguna falta grave, puedes presentar una denuncia ante INDECOPI.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,13.98,3
bge-m3,BAAI/bge-m3,2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes un problema con tu servicio de telefonía móvil, debes dirigirte primero a la empresa operadora que te presta el servicio. Llama al número de atención al cliente de esa compañía o ve a su sitio web para iniciar el proceso de reclamo.

Aquí los pasos básicos:

1. **Ingresa tus datos**: Completa toda la información personal y de contacto requerida.
2. **Describe tu problema**: Selecciona la materia que más se relacione con tu problema (por ejemplo, calidad del servicio, facturación) y detalla el problema específico que enfrentas.
3. **Proporciona detalles adicionales**: Ingresa cualquier otro dato relevante sobre tu reclamo, como números de servicios o contratos.
4. **Comunícate con la empresa operadora**: Llama al número de atención al cliente o envía un correo electrónico si es necesario.

Si no obtienes una respuesta adecuada o satisfactoria por parte de la empresa, puedes dirigirte a INDECOPI para presentar tu reclamo formalmente. Recuerda que INDECOPI puede mediar en tus conflictos pero no proporciona indemnizaciones; eso lo tendrías que hacer a través de un proceso judicial.

Fuente: Ley N° 29571 - Código de Protección y Defensa del Consumidor, artículos relacionados con la presentación de reclamos y recursos de apelación.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,5.66,3
bge-m3,BAAI/bge-m3,3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,"Una denuncia y un reclamo son diferentes porque:

1. **Reclamo**: Es cuando te quejas directamente con la empresa sobre algo malo que sucedió relacionado con el producto o servicio que compraste. Por ejemplo, si tu televisor no funciona como debería, pones un reclamo en el Libro de Reclamaciones del establecimiento.

2. **Denuncia**: Es cuando la empresa no resuelve tu problema después de que hiciste el reclamo y quieres que INDECOPI (la entidad encargada de proteger los derechos del consumidor) intervenga para buscar una solución o imponer sanciones a la empresa por infringir las leyes.

En resumen, un reclamo es lo primero que haces directamente con la compañía. Si no te dan respuesta adecuada, entonces puedes hacer una denuncia ante INDECOPI para pedir ayuda y protección.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Resolución SBS N° 04036-2022,3.87,3
bge-m3,BAAI/bge-m3,4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Según la ley, tu contrato de compraventa debe incluir información importante para protegerte como consumidor. Aquí te explico qué debes esperar:

1. **Datos básicos**: La identificación del departamento que estás comprando (por ejemplo, su ubicación) y los nombres y domicilios legales de tú y el vendedor.

2. **Detalles técnicos**: El área del departamento, sus medidas perimétricas (como longitud de paredes), acabados interiores y otras características importantes.

3. **Precio**: El monto total que pagarás por el departamento.

4. **Forma de pago**: Cómo deberás hacer el pago (por ejemplo, en cuotas) y el tiempo en que tendrás que completar la compra.

5. **Entrega del inmueble**: La fecha o condiciones específicas para cuando te darán las llaves del departamento. También debe haber información sobre qué sucede si hay retrasos o problemas de entrega.

6. **Penalidades por incumplimiento**: Si el vendedor no cumple con lo acordado, como entregar el departamento tarde, puede tener que pagar una multa especificada en el contrato.

7. **Mecanismos para resolver conflictos**: Información sobre cómo resolver problemas si surgen disputas entre tú y el vendedor.

Además, la inmobiliaria también debe darte documentos adicionales como planos del departamento, copias de partidas registrales, y detalles sobre servicios comunes si los hay. Todo esto te ayudará a entender completamente lo que estás comprando y a protegerte legalmente.

Es importante que el contrato sea fácil de entender para ti. Si no entiendes algo o crees que falta información, dile al vendedor que necesitas más clarares antes de firmar cualquier cosa.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Código de Protección y Defensa del Consumidor | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,6.97,3
bge-m3,BAAI/bge-m3,5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes ese derecho según la ley. Si tienes un préstamo a plazos, puedes pagar más de lo que normalmente deberías antes de tiempo sin ser penalizado. Esto ayuda a reducir los intereses que te cobran.

Aquí hay unos pasos para hacerlo:

1. **Consulta con tu banco:** Antes de pagar por adelantado, habla con el banco y asegúrate de entender cómo aplicarán ese pago anticipado.
   
2. **Confirma las condiciones del préstamo:** Verifica si tu contrato tiene algún impedimento o penalidad por pagos anticipados.

3. **Paga:** Realiza el pago en cualquier momento que quieras, no necesitas esperar a una fecha específica del mes.

4. **Verifica cómo fue aplicado:** Asegúrate de que el banco aplique ese pago primero a los intereses y luego al capital adeudado.

No te cobren comisiones adicionales por hacer pagos anticipados ni pongan fechas específicas para realizar estos pagos, ya que eso sería una infracción según la ley. Si tienes problemas con esto, puedes denunciarlo ante INDECOPI.

Fuente: Artículo 86 del Código de Protección y Defensa del Consumidor, Ley N° 29571.","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,4.98,3
bge-m3,BAAI/bge-m3,6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"No puedes solicitar una indemnización directamente a través del Libro de Reclamaciones ni a INDECOPI. Estas instituciones pueden ayudarte a que la empresa te devuelva el dinero o cambie un producto defectuoso, pero no pueden darte una compensación por daños y perjuicios como lucro cesante, daño moral u otros daños personales.

Si has sufrido daños mayores debido a un producto o servicio, deberás acudir a los tribunales para obtener una indemnización. Esto significa que necesitarás ayuda de un abogado para iniciar un proceso legal contra el proveedor del producto o servicio.

Recuerda que INDECOPI puede ayudarte en primer lugar pero no cubre la parte de indemnizaciones por daños y perjuicios, eso es cosa del Poder Judicial.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Decreto Supremo N° 011-2011-PCM | Guía de procedimientos INDECOPI - Reclamos y Denuncias | Resolución Final N° 016-2022/CPC-INDECOPI-PUN,3.39,3
bge-m3,BAAI/bge-m3,7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No, no pueden negarse a cambiar tu prenda si está con defectos como roturas o baja calidad. Según el Código de Protección y Defensa del Consumidor, tienes derecho a que te reparen o repongan el producto cuando presenta deficiencias. Aquí lo que puedes hacer:

1. **Documenta la situación:** Toma fotos del problema en la prenda para evidenciar las roturas o mala calidad.
2. **Presenta tu caso:** Ve al establecimiento donde compraste la ropa y muestra tus pruebas (fotos, ticket de compra).
3. **Reclama el cambio:** Explica claramente que quieres un cambio debido a los defectos en el producto. Cita las leyes mencionadas si es necesario.
4. **Escrito oficial:** Pide una constancia escrita del estado del producto y de tu reclamación.
5. **Llama a INDECOPI:** Si no te dan solución, puedes llamar al 169 para que intervengan.

Si continúan negándose después de esto, podrías presentar una denuncia formal ante la institución correspondiente.

Fuente: Artículo 97 del Código de Protección y Defensa del Consumidor, Ley N° 29571.","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,4.96,3
bge-m3,BAAI/bge-m3,8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"Sí, el banco puede cobrarte por servicios relacionados con tu tarjeta de crédito siempre que te informe sobre estos costos. Según la Ley N° 29571, el banco debe incluir un Tarifario que indica los posibles cargos como reposición de tarjetas si se pierden o roban. Si tienes alguna duda sobre cuáles son esos cargos, debes preguntar al banco antes de usar la tarjeta para asegurarte de entender todas las condiciones.

Si sientes que te han cobrado algo injustamente sin previo aviso, puedes presentar una queja ante INDECOPI. Recuerda que es importante que el banco te informe claramente sobre los costos asociados a tu tarjeta antes de que la uses.

Fuente: Ley N° 29571 y contexto proporcionado.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Cartilla informativa sobre Tarjetas de Crédito,3.45,3
bge-m3,BAAI/bge-m3,9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital debe tener un Libro de Reclamaciones. Este libro puede ser físico pero también virtual, ya que las plataformas digitales son consideradas establecimientos comerciales según la ley. Si usas aplicaciones móviles para contratar servicios, la empresa debería permitirte dejar tu reclamo o queja a través de esa aplicación y en su sitio web.

Pasos prácticos:
1. Busca el Libro de Reclamaciones en el sitio web o dentro de la app.
2. Si no lo encuentras fácilmente, pídele al soporte o servicio al cliente que te ayuden a encontrarlo y cómo usarlo.
3. Registra tu reclamo con toda la información necesaria: detalles del problema, fecha, hora, etc.

Si sientes que no están respetando esta ley, puedes denunciarlo ante INDECOPI.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.53,3
bge-m3,BAAI/bge-m3,10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, según el Código de Protección y Defensa del Consumidor (Ley N° 29571), si un producto tiene un precio marcado en la etiqueta o lista de precios, el comerciante no puede cobrarte más por ese mismo producto. El precio debe incluir todos los impuestos y cargos aplicables.

Si te quieren cobrar algo adicional al precio mostrado sin tu consentimiento previo y explícito, eso sería incorrecto. Si esto sucede, puedes:

1. Rechazar el pago de cualquier cargo adicional.
2. Solicitar una explicación clara del porqué están tratando de cobrarte más.
3. Si persisten en cobrar más o no te dan una buena razón, puedes hacer una queja formal ante INDECOPI.

Si necesitas ayuda para presentar tu reclamo, INDECOPI tiene guías y canales online donde puedes realizarlo fácilmente.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,4.14,3
bge-m3,BAAI/bge-m3,11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"No, no te pueden obligar a pagar una propina o un adicional al precio que está en la carta. Las cartas deben mostrar el precio real del producto sin ningún tipo de cobro adicional sorpresa. Si ves un precio en la carta, deberías poder pedir tu comida y pagar exactamente ese monto.

Sin embargo, es común que los restaurantes sugieran una propina para reconocer la buena atención del personal, pero esto siempre debe ser voluntario por parte del cliente.

Si te cobraron algo extra sin avisarte antes o si no está claro en el menú, puedes presentar tu queja a INDECOPI. Aquí lo que debes hacer:

1. Documenta todo: toma fotos del menú con los precios, recibe la factura y anota cualquier conversación relevante.
2. Llena un formulario de reclamo en línea en el sitio web de INDECOPI o acércate a su oficina más cercana para presentar tu queja.
3. Detalla bien tu problema: explica cómo te cobraron algo adicional sin avisarte y qué medidas esperas que se tomen.

INDECOPI puede sancionar al restaurante si no está cumpliendo con las leyes de protección al consumidor.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Anexos de la Resolución SBS N° 3274-2017 | Anexos de la Resolución SBS N° 3274-2017,5.19,3
bge-m3,BAAI/bge-m3,12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,"No, el colegio no puede obligarte a comprar libros de texto nuevos para tus hijos. Según la Ley N° 29571 (Código de Protección y Defensa del Consumidor) y su artículo específico sobre textos escolares, las instituciones educativas públicas y privadas no están autorizadas a obligar a los alumnos o padres de familia a adquirir libros de texto nuevos u otros materiales diseñados para un solo uso. Tienes el derecho de comprar libros usados que estén en buenas condiciones para ser utilizados como fuente de consulta.

Pasos prácticos:

1. Si te sientes presionado, habla directamente con la administración del colegio.
2. Si no obtienes una respuesta satisfactoria, puedes acudir a INDECOPI para presentar tu queja.
3. Mantén toda la documentación relacionada como registros de las conversaciones y correos electrónicos.

Recuerda que tienes el derecho de elegir libros usados siempre y cuando cumplan con los criterios pedagógicos establecidos por el Ministerio de Educación.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Ley N° 29694,4.69,3
bge-m3,BAAI/bge-m3,1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"La queja se presenta cuando hay un malestar o descontento con la atención recibida por parte del proveedor, pero no está relacionado directamente con el producto o servicio adquirido. Por ejemplo, si el personal de seguridad de un establecimiento comercial es descortés o los servicios higiénicos están sucios.

El reclamo, en cambio, sí está vinculado directamente a una falla o disconformidad con el producto o servicio. Por ejemplo, si compraste un televisor que no enciende, interpones un reclamo.

Aquí hay los pasos prácticos para resolver el problema:

1. Identifica si tienes un malestar o descontento con la atención recibida por parte del proveedor (queja) o con una falla o disconformidad con el producto o servicio (reclamo).
2. Si es una queja, puedes presentarla directamente al proveedor.
3. Si es un reclamo, puedes presentarlo a través del Libro de Reclamaciones del proveedor, ya sea físico o virtual.

Recuerda que no hay necesidad de ir directo a INDECOPI con una queja o reclamo. Primero intenta resolverlo con el proveedor mismo.

Fuentes:
* Código de Protección y Defensa del Consumidor
* Reglamento del Libro de Reclamaciones","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,6.52,3
bge-m3,BAAI/bge-m3,2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Para reclamar por un problema con tu servicio de telefonía móvil, puedes seguir estos pasos:

1.  Primero debes elegir la empresa operadora que te presta el servicio. Por ejemplo, si tienes problemas con Claro, debes seleccionar a Claro.
2.  Luego debes elegir la materia reclamable (problema específico) que describe de forma detallada tu problema. Por ejemplo, si tienes un problema con la calidad del servicio o el cobro.
3.  Después escribe una descripción del problema y solicita lo necesario para resolverlo.
4.  Finalmente selecciona la opción ""Por teléfono"" en el menú y llama a la empresa operadora. Si no puedes acceder al servicio, puedes hacerlo por correo electrónico o página web de acuerdo con las opciones disponibles.

Recuerda que solo los abonados del servicio pueden presentar reclamos, recursos de apelación y quejas a través del canal telefónico y página web de la empresa operadora que les presta el servicio.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,2.65,3
bge-m3,BAAI/bge-m3,3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,"Una denuncia es diferente a una reclamación porque inicia un procedimiento que puede culminar con una sanción o multa económica al proveedor por parte del Estado, además de medidas correctivas a favor del consumidor afectado. A diferencia de la reclamación, que se dirige directamente a la empresa para resolver el problema, la denuncia es un paso posterior ante INDECOPI cuando la vía directa ha fracasado.

En la práctica, puedes hacer lo siguiente:

1. Presentar una reclamación al proveedor a través del Libro de Reclamaciones o canales virtuales.
2. Esperar respuesta formal de la empresa.
3. Si no hay solución satisfactoria, presentar una denuncia ante INDECOPI.

Recuerda que INDECOPI puede imponer multas y medidas correctivas a empresas, pero NO puede otorgar indemnizaciones por daños y perjuicios — eso requiere un proceso civil judicial separado.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Resolución SBS N° 04036-2022,2.56,3
bge-m3,BAAI/bge-m3,4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"En el contrato de compraventa de un departamento, deben incluirse los siguientes datos:

- Identificación del departamento (dirección, medidas perimétricas, características relevantes).
- Precio de venta del departamento.
- Forma de pago y plazo para realizarla.
- Plazo, fecha o condiciones específicas para la entrega del departamento.
- Mecanismos para resolver controversias en caso de problemas.

Recuerda revisar que estas informaciones estén presentes antes de firmar el contrato. La inmobiliaria debe brindarte estos detalles antes de acordar la compra.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Código de Protección y Defensa del Consumidor | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,1.7,3
bge-m3,BAAI/bge-m3,5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes ese derecho. Si necesitas pagar tu préstamo de forma anticipada, puedes hacerlo sin que te cobren penalidades ni intereses adicionales.

Aquí está lo que debes hacer:

1. Pide al banco la forma de solicitar el pago anticipado.
2. El banco debe aplicar tus pagos primero a los intereses y gastos, luego al capital (el monto principal del préstamo).
3. Si vas a pagar una cuota inferior al valor normal, asegúrate de comunicarlo con el banco y seguir sus instrucciones para evitar problemas.

Recuerda que no debes pagar comisiones por pagar anticipado ni tener que hacerlo en un día determinado en el mes. Si algo sale mal, puedes denunciar a la entidad financiera ante INDECOPI.

(Fuentes: Artículo 86 del Código de Protección y Defensa del Consumidor, Ley N° 29571)","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.39,3
bge-m3,BAAI/bge-m3,6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"No puedes pedir indemnización por daños y perjuicios a través del Libro de Reclamaciones o INDECOPI. Si has sufrido daños económicos mayores, daños físicos, lesiones o daño moral debido a un producto defectuoso o mal servicio, debes iniciar un proceso judicial ordinario ante el Poder Judicial, preferentemente por la vía civil, y obtener la asistencia de un abogado para obtener una indemnización integral.

Paso a paso, puedes hacer lo siguiente:

1. Presenta tu reclamo en el Libro de Reclamaciones del proveedor para que INDECOPI pueda investigar y tomar medidas correctivas.
2. Si el proveedor no responde o no toma las medidas adecuadas, INDECOPI puede imponer multas o medidas correctivas.
3. Sin embargo, si has sufrido daños significativos, debes iniciar un proceso judicial ordinario ante el Poder Judicial para obtener una indemnización integral.

Recuerda que INDECOPI no puede ordenar indemnizaciones por daños y perjuicios, pero sí puede ayudarte a resolver la controversia de manera administrativa.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Decreto Supremo N° 011-2011-PCM | Guía de procedimientos INDECOPI - Reclamos y Denuncias | Resolución Final N° 016-2022/CPC-INDECOPI-PUN,2.75,3
bge-m3,BAAI/bge-m3,7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"Si compraste un producto (una prenda de ropa) y encontraste defectos de fabricación, como roturas o mala calidad, tienes derecho a que lo reparen o cambien por uno nuevo. Aquí te explico paso a paso qué debes hacer:

1. Presenta tu reclamo ante la tienda donde compraste el producto.
2. Muestra los defectos y explique cómo los encontraste (roturas, mala calidad).
3. Pide que lo reparen o cambien por un nuevo producto del mismo valor.
4. Si no te satisface su respuesta, puedes denunciar a la tienda ante INDECOPI.

Recuerda que el artículo 97 establece que tienes derecho a la reparación o reposición del producto si encontraste defectos de fabricación. ¡Buena suerte!

**Fuentes:**

* Código de Protección y Defensa del Consumidor, Ley N° 29571 (Artículo 97)","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.39,3
bge-m3,BAAI/bge-m3,8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"Según el contexto legal proporcionado, las entidades financieras están obligadas a informar a los usuarios sobre los costos asociados con la tarjeta de crédito, incluyendo cualquier comisión o concepto. 

Si deseas evitar que el banco te cobre conceptos sin avisarte, puedes:

1.  Revisar el Tarifario del banco para conocer los posibles cargos.
2.  Preguntar al banco sobre cualquier cargo no mencionado en el Tarifario.

Es importante tener en cuenta que la empresa emisora de tu tarjeta de crédito debe informarte previamente antes de cobrarte por cualquier comisión o concepto. Si tienes alguna duda, puedes consultar directamente con el departamento de atención al cliente del banco.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Cartilla informativa sobre Tarjetas de Crédito,1.94,3
