id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,diferencia entre queja y reclamo | queja sobre servicio al cliente y trato | reclamo sobre problemas o deficiencias en producto o servicio,,,"La respuesta del chatbot explica correctamente la diferencia entre queja y reclamo, alineándose con la definición de la referencia sobre problemas en el producto/servicio (reclamo) vs. problemas en el trato/atención (queja).",8.81,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,0,incorrecto,,"Reclamar primero a la empresa prestadora del servicio (Claro, Movistar, Entel, etc.) | La empresa debe brindar canales de reclamo | Denunciar ante INDECOPI si la respuesta del operador no es satisfactoria","La existencia de una entidad llamada ""Operador Responsable de la Facturación (ORFEO)"" para reclamos de telefonía móvil en Perú. | El sitio web www.orfeo.com.pe como portal oficial de dicha entidad. | El plazo de 10 días hábiles para la respuesta de ORFEO. | La fuente legal ""Ley del Código de Protección al Usuario de Servicios de Comunicaciones Electrónicas"" como una ley específica con ese título exacto.","La respuesta del chatbot es incorrecta porque dirige al usuario a una entidad inexistente (ORFEO) en lugar de indicar que el primer reclamo debe realizarse directamente ante la empresa prestadora del servicio y, posteriormente, ante INDECOPI. Además, inventa detalles como el sitio web y los plazos de respuesta.",7.61,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,1,parcial,Reclamación es una disconformidad del cliente | Reclamación se presenta a la empresa directamente | Denuncia es por violación de derechos del consumidor | Denuncia involucra a las autoridades,Reclamación se hace a través del Libro de Reclamaciones | Denuncia es dirigida a INDECOPI | La denuncia busca una sanción (multa) | Primero debe realizarse el reclamo antes de la denuncia,,"La respuesta del chatbot explica correctamente la diferencia general, pero omite información crucial y específica del contexto peruano, como el uso del Libro de Reclamaciones, la mención de INDECOPI, la multa como objetivo de la denuncia y la precedencia del reclamo sobre la denuncia.",4.24,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,área del inmueble | precio exacto | forma y plazos de pago | penalidades,forma de resolver controversias | coincidencia con ofertas y ofrecimientos previos,,"La respuesta del chatbot cubre la mayoría de los puntos clave mencionados en la referencia, como el área, precio, forma de pago y penalidades. Sin embargo, omite información importante sobre la forma de resolver controversias y la necesidad de que los datos coincidan con las ofertas y ofrecimientos previos.",7.84,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",2,correcto,Derecho a pagar por adelantado los créditos | Sin pagar multas/libremente | El banco no puede negarse a recibir el pago (implícito),,,"La respuesta del chatbot confirma correctamente el derecho a pagar por adelantado sin penalizaciones, cubriendo los conceptos clave de la referencia. Además, añade información relevante y precisa sobre la excepción del Bono de Buen Pagador y los pasos a seguir, sin introducir errores ni alucinaciones.",4.69,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,0,incorrecto,,No es posible solicitar indemnización por daños y perjuicios a través del Libro de Reclamaciones o INDECOPI | La indemnización por daños debe interponerse como un juicio ordinario ante el Poder Judicial,"El chatbot instruye al ciudadano sobre cómo solicitar una indemnización a través del Libro de Reclamaciones o INDECOPI, lo cual es incorrecto, ya que estas vías no permiten exigir indemnización por daños y perjuicios.","La respuesta del chatbot es fundamentalmente incorrecta, ya que indica que sí se puede pedir indemnización mediante el Libro de Reclamaciones o INDECOPI, cuando la respuesta correcta y validada es 'No'. Esto contradice directamente la información crucial de la referencia.",5.88,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,0,incorrecto,No pueden negarse a cambiar la prenda | Producto defectuoso o de mala calidad | Derecho a un producto sin daños,Obligación de restituir un nuevo producto,"Menciona 'Proconsumo' como autoridad nacional para la defensa de los consumidores (la entidad correcta es INDECOPI). | Establece un plazo de '15 días desde la compra para solicitar un cambio o reparación por defectos' como ley peruana, lo cual es incorrecto; la ley se refiere al plazo de garantía. | Sugiere presentar una queja ante el Ministerio de Economía y Finanzas (MEF) para estos casos, cuando la entidad principal es INDECOPI.","Aunque el chatbot responde correctamente a la pregunta principal, introduce múltiples alucinaciones graves, incluyendo la invención de nombres de instituciones y plazos legales incorrectos bajo la ley peruana de defensa del consumidor.",5.1,3
8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,0,incorrecto,El banco no puede cobrar comisiones sin avisar (parcialmente cubierto para comisiones de membresía específicas),Prohibición general de aumentar o cambiar cualquier comisión u otro gasto sin informar adecuadamente al consumidor,Ministerio de Economía y Finanzas como entidad receptora de denuncias de consumidores bancarios (la entidad correcta sería Indecopi o SBS) | Asociación Bancaria de la República del Perú (ABREP) como organización de asesoramiento al consumidor (el nombre correcto es ASBANC y su rol no es asesorar directamente al consumidor en denuncias),"Aunque la respuesta inicial es 'No' (correcta), la justificación del chatbot es demasiado limitada a un tipo específico de comisión, y lo más grave es que las instituciones recomendadas para presentar denuncias son incorrectas y alucinadas, lo que invalida la sección de pasos a seguir y hace la respuesta engañosa y potencialmente perjudicial.",7.88,3
9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,Obligación de tener libro de reclamaciones para negocios digitales | Aplica a negocios físicos y virtuales | El libro de reclamaciones para negocios digitales es virtual | Cita legal correcta: Artículo 150 del Texto Único Ordenado de la Ley General de Protección al Consumidor,El libro de reclamaciones virtual tiene las mismas características que el físico,,"La respuesta del chatbot es correcta y exhaustiva, confirmando que los negocios digitales deben tener un libro de reclamaciones virtual, al igual que los físicos. Aunque omite explícitamente que el libro virtual tiene las 'mismas características' que el físico, esto se infiere del contexto y la mención de la ley aplicable.",4.41,3
10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,prohibición de cobrar un precio superior al exhibido | aplicable a precios en tienda física y página web | el precio exhibido debe ser el precio final | obligación de avisar claramente sobre recargos o pagos adicionales,,,"La respuesta del chatbot es correcta, cubre todos los conceptos clave de la referencia y añade información legal relevante y práctica. Aunque la mención de las instituciones para la queja es ligeramente imprecisa, no invalida la veracidad de la respuesta principal ni constituye una alucinación grave.",4.31,3
1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Reclamo: problemas/deficiencias en el producto o servicio | Queja: problemas con el servicio al cliente/trato al consumidor,,,"La respuesta del chatbot define y diferencia correctamente la queja y el reclamo, coincidiendo con los conceptos clave de la referencia y proporcionando ejemplos pertinentes.",43.33,3
