id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
9,libro_reclamaciones,mistral-nemo:12b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,Obligatoriedad de libro de reclamaciones para negocios digitales,El libro de reclamaciones para negocios digitales es virtual | El libro de reclamaciones virtual tiene las mismas características que uno físico,"La referencia al Artículo 155 para justificar la presentación de medios o documentos es imprecisa, siendo el Artículo 24.2 más adecuado para este punto","La respuesta del chatbot es correcta al afirmar la obligatoriedad, pero omite dos conceptos clave de la referencia sobre la naturaleza virtual del libro y la equivalencia de sus características. Además, tiene una imprecisión menor en la citación de un artículo.",3.67,3
10,precios,mistral-nemo:12b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,No se puede subir el precio después de que el consumidor ha aceptado la compra | El precio que se muestra es el que se debe pagar | Los precios deben estar bien señalados y claros | El proveedor debe avisar claramente si hay diferencias de precio por medio de pago | Se puede presentar una reclamación ante INDECOPI,,,"El chatbot responde correctamente a la pregunta principal con un 'no puede hacerlo', alineándose con la referencia. Cubre los conceptos clave sobre la prohibición de aumentos de precio y la necesidad de claridad en los precios finales.",2.83,3
11,precios,mistral-nemo:12b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,1,parcial,No se puede obligar al pago de propina o adicionales | Cualquier recargo debe ser informado de forma clara y previa al consumo,La propina es únicamente voluntaria por su naturaleza,"La respuesta inicial centra erróneamente el Artículo 7.1 del Código de Protección y Defensa del Consumidor en los cargos por uso de tarjetas de crédito como argumento principal para la pregunta sobre propinas y adicionales al precio de la carta, desvirtuando su aplicación directa al caso.","La respuesta del chatbot es 'No' y menciona correctamente la necesidad de informar los recargos previamente. Sin embargo, no enfatiza que la propina es voluntaria por su naturaleza, y además, desvía la argumentación inicial al citar el Artículo 7.1 de forma descontextualizada enfocándose en cargos por tarjetas de crédito, lo cual no es el punto principal de la consulta.",3.21,3
12,educacion,mistral-nemo:12b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,1,parcial,no pueden obligar a comprar libros nuevos | prohibido | Código de Protección y Defensa del Consumidor (Ley N° 29571),libros reutilizados o de segunda mano,,"La respuesta del chatbot es correcta en su negación y cita la ley, pero omite el concepto clave de que los textos escolares pueden ser reutilizados o de segunda mano, y la frase final está incompleta.",1.17,3
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Diferencia entre queja y reclamo | Definición de reclamo (problemas con producto o servicio) | Definición de queja (problemas con el servicio al cliente o trato) | Ejemplos específicos para reclamo | Ejemplos específicos para queja | Uso del Libro de Reclamaciones para ambos casos,,,"La respuesta del chatbot explica correctamente la diferencia entre queja y reclamo, alineándose con la definición y ejemplos de la respuesta de referencia. Cubre todos los conceptos clave sin errores o alucinaciones.",10.47,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,0,incorrecto,Recopilación de evidencias para un reclamo | Presentar un reclamo | Esperar una resolución,"El primer reclamo debe hacerse a la empresa prestadora del servicio (Claro, Movistar, Entel, etc.) | La empresa debe brindar medios o canales para presentar el reclamo | INDECOPI es la instancia para interponer una denuncia si la respuesta de la empresa no satisface los derechos del consumidor",,"El chatbot instruye incorrectamente al ciudadano a dirigirse directamente a INDECOPI para el primer reclamo, omitiendo la instancia obligatoria inicial que es la empresa prestadora del servicio.",5.9,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,"Reclamo es muestra de disconformidad contra la empresa | Reclamo se presenta a través del Libro de Reclamaciones | Denuncia es una solicitud dirigida a INDECOPI | Denuncia busca que INDECOPI sancione al proveedor/empresa | Motivo de denuncia es vulneración de derechos o incumplimiento | Primero se realiza el reclamo, luego se puede acudir a la denuncia",,,"La respuesta del chatbot explica claramente la diferencia entre reclamo y denuncia, cubriendo todos los conceptos clave de la respuesta de referencia de manera precisa y sin errores.",3.32,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,área del inmueble | precio exacto | plazos de pago,forma de pago | penalidades que hubieran | forma de resolver controversias | que los datos contractuales coincidan con las ofertas y ofrecimientos previos,,"La respuesta del chatbot cubre conceptos clave como el área, precio y plazos de pago. Sin embargo, omite información importante como las penalidades, la forma de resolver controversias y la necesidad explícita de que los datos del contrato coincidan con las ofertas previas.",7.42,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",2,correcto,derecho a pagar por adelantado los préstamos | ahorro de intereses | prohibición de comisiones adicionales por pago anticipado | derecho a presentar queja a INDECOPI por problemas con el pago anticipado,el banco no puede negarse a recibir el pago (explícitamente) | pago libremente (explícitamente),,"La respuesta del chatbot es correcta, aborda el derecho principal del ciudadano y ofrece consejos prácticos y precisos (como la prohibición de comisiones y la vía de reclamo a INDECOPI), reforzando los conceptos de la referencia sin contradicciones.",3.25,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,0,incorrecto,No se puede solicitar indemnización a través del Libro de Reclamaciones | INDECOPI no puede otorgar directamente una indemnización económica | La indemnización debe buscarse a través de un proceso civil judicial/corte de justicia,La reclamación y la denuncia por derechos de consumidor no permiten exigir indemnización | La indemnización debe interponerse como un juicio ordinario ante el Poder Judicial,,"La respuesta del chatbot es incorrecta porque, si bien aclara que INDECOPI no otorga indemnización, su consejo principal para 'daños importantes' es 'presentar una queja formal a INDECOPI', lo cual contradice la respuesta de referencia de que las denuncias de consumidor no permiten exigir indemnización y que la vía es directamente judicial.",7.69,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,"No pueden negarse a cambiar la prenda | Derecho a reparación o reposición del producto | Motivo: roturas, mala calidad, defectos de fabricación o no apto para uso | Obligación del vendedor de solucionar el problema | Mención del Código de Protección y Defensa del Consumidor (Ley N° 29571) | Proceso de reclamo (documentar, comunicarse con vendedor, INDECOPI)",,,"La respuesta del chatbot es correcta y completa. Responde adecuadamente a la pregunta clave y cubre todos los conceptos esenciales de la referencia, expandiendo con información adicional útil y precisa sobre los derechos del consumidor y el procedimiento a seguir, sin introducir errores.",4.53,3
8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,2,correcto,Prohibición de cobrar comisiones sin notificación previa | Obligación de informar sobre cargos antes de su aplicación (inicial y nuevos) | Referencia al Código de Protección al Consumidor,,,"La respuesta del chatbot aborda correctamente la prohibición de cobrar comisiones sin previo aviso, alineándose completamente con la referencia. Además, añade información útil y pasos prácticos que mejoran la comprensión del consumidor, sin presentar imprecisiones o alucinaciones.",4.44,3
9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,"Sí, las empresas o plataformas digitales deben contar con un libro de reclamaciones.","El requisito aplica a todos los negocios, sean con tienda física o virtual. | El libro de reclamaciones para un negocio digital es virtual. | El libro virtual tiene las mismas características que un libro de reclamaciones físico.",La afirmación de que el libro de reclamaciones para un negocio digital puede ser en formato físico o virtual (cuando la ley peruana establece que debe ser virtual para estos).,"El chatbot acierta en que los negocios digitales deben tener un libro de reclamaciones. Sin embargo, introduce una imprecisión importante al indicar que puede ser físico o virtual para negocios digitales, cuando la ley peruana exige que sea virtual. Además, omite la información sobre el alcance general del requisito y las características del libro virtual.",3.75,3
10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,1,parcial,Prohibición de cobrar un precio diferente al exhibido | El precio mostrado es vinculante para el comercio | Posibilidad de denunciar ante INDECOPI,Obligación de la empresa de mostrar exactamente el precio final a cobrar o avisar claramente si existe algún recargo o pago adicional desde el momento de la exhibición,,"La respuesta es correcta en su negativa principal y en la vinculación del precio exhibido, y añade información útil sobre INDECOPI. Sin embargo, su explicación sobre la posibilidad de ""cambiar ese precio"" es imprecisa y no enfatiza la obligación de mostrar el precio final exacto o los recargos de forma clara desde el inicio, como lo hace la referencia.",2.99,3
11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,No se puede obligar a pagar propina o un adicional al precio de la carta | La propina es voluntaria (implícito en 'no puedes ser forzado') | Cualquier recargo o adicional debe estar claro/informado en el precio del menú o con explicación clara antes de aprobarlo | Se puede denunciar ante INDECOPI si se fuerza un pago extra sin explicación clara,,,"La respuesta del chatbot es correcta y exhaustiva, cubre los conceptos clave de la referencia, afirmando que no se puede obligar a pagar propina ni adicionales no informados. Además, añade una instrucción útil sobre cómo proceder con una denuncia ante INDECOPI.",2.88,3
12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,"No se puede obligar a comprar libros nuevos | Por ley, los textos escolares pueden ser reutilizados o de segunda mano | Está prohibido exigir la compra de libros nuevos | La exigencia es sancionada (implícito al mencionar a INDECOPI)",,,"El chatbot responde correctamente a la pregunta, citando la ley peruana pertinente y cubriendo todos los conceptos clave de la respuesta de referencia de manera explícita o implícita. Además, proporciona pasos útiles y correctos al ciudadano.",5.66,3
1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,1,parcial,Reclamo: Problemas/disconformidad con producto o servicio. | Queja: Problemas relacionados con la atención recibida del proveedor.,"Claridad de que la queja en el Libro de Reclamaciones también es atendida inicialmente por el proveedor, y no es un medio directo de intervención de INDECOPI.","La afirmación de que 'la queja es el medio formal mediante el cual el consumidor solicita la intervención de INDECOPI cuando el proveedor no resolvió el reclamo o cometió una infracción al Código de Protección y Defensa del Consumidor' es incorrecta en el contexto de la queja registrada en el Libro de Reclamaciones. Esta última es una comunicación al proveedor sobre problemas de atención, no una solicitud directa de intervención de INDECOPI desde el inicio.","El chatbot acierta en la descripción de lo que es un reclamo y el aspecto inicial de la queja (problemas de atención). Sin embargo, comete una imprecisión significativa al describir la queja como un medio directo para solicitar la intervención de INDECOPI, lo cual confunde con etapas posteriores o mecanismos distintos al registro de una queja en el Libro de Reclamaciones.",7.35,3
2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,Reclamar primero a la empresa prestadora del servicio (operador) | La empresa debe brindar medios o canales para presentar el reclamo | INDECOPI como instancia a la que acudir si el problema persiste,El motivo principal para acudir a INDECOPI es la insatisfacción con la respuesta/solución de la empresa,Nombre completo incorrecto de INDECOPI ('Institución Nacional del Consumidor y Defensoría del Comercio') | Sugerencia de presentar una queja en INDECOPI 'mediante la página web del operador' | Nombre completo incorrecto de OSIPTEL ('Organismo Supervisor de Inversiones y Protección de la Competencia e Inversiones en Telecomunicaciones'),"La respuesta del chatbot identifica correctamente las entidades a las que reclamar (operador e INDECOPI) y que la empresa debe ofrecer canales. Sin embargo, omite el concepto clave de que el reclamo ante INDECOPI procede por insatisfacción con la respuesta del operador, enfocándose en cambio en la negativa a recibir el reclamo o a dar un código. Además, presenta varias imprecisiones menores en los nombres completos de las instituciones y un método de presentación de queja ante INDECOPI que no es correcto.",5.46,3
3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?,2,correcto,Reclamo/Queja como muestra de disconformidad | Uso del Libro de Reclamaciones para el reclamo | Denuncia dirigida a INDECOPI | Propósito de la denuncia es una sanción/multa económica | Motivo de la denuncia es vulneración de derechos/infracción | Secuencia de acudir a la denuncia si el reclamo no ha sido resuelto,,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia, diferenciando correctamente entre queja y reclamo (una distinción más detallada y precisa que la referencia) y describiendo con exactitud la denuncia, su propósito y los organismos involucrados.",2.42,3
4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,"Area del inmueble (detallada para futuros) | Datos y condiciones de venta (implícitamente cubierto por la lista detallada) | Planos del lote y de la lotización | Documento de aprobación municipal del proyecto | Características de los acabados, servicios públicos y áreas comunes | Copia de la partida registral (para departamento terminado) | Planos de las instalaciones de servicios del inmueble | Protección adicional bajo el Código de Protección y Defensa del Consumidor",Precio exacto | Forma y plazos de pago | Penalidades | Forma de resolver controversias | Coincidencia con ofertas y ofrecimientos previos (publicidad/negociaciones),,"La respuesta del chatbot ofrece información muy relevante y correcta, diferenciando por el estado del departamento y destacando la protección al consumidor. Sin embargo, omite elementos esenciales de cualquier contrato de compraventa como el precio, los plazos de pago, las penalidades y la forma de resolver controversias, que son puntos clave de la referencia.",2.36,3
5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,Derecho a pagar por adelantado los préstamos | Aplica a cualquier crédito (Mi Vivienda u otro) | Reduce intereses compensatorios | No se deben pagar comisiones indebidas por el pago anticipado,Que el pago anticipado es libre y sin restricciones impuestas por el banco | Que el banco no puede negarse a recibir el pago,"La afirmación de que si el banco estableció una fecha determinada en el mes para el pago anticipado, esta puede ser un impedimento para el ejercicio del derecho. La ley peruana garantiza el pago anticipado sin restricciones de fecha. | La descripción de la Ley N.° 29033 como 'Ley de Creación del Bono de Buen Pagador'. Esta ley, en realidad, modifica la Ley General del Sistema Financiero para prohibir el cobro de penalidades por pagos anticipados.","La respuesta del chatbot es parcialmente correcta al afirmar el derecho y sus beneficios, pero introduce información incorrecta sobre posibles restricciones de fecha impuestas por el banco y malinterpreta el propósito de la ley citada, diluyendo el carácter irrestricto del derecho.",2.58,3
6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No es posible pedir indemnización por daños a través del Libro de Reclamaciones o INDECOPI | La indemnización se solicita mediante un proceso judicial | El proceso judicial es ante el Poder Judicial,,"Mención específica del 'Certificado de defunción' en caso de muerte, que es un detalle irrelevante para la pregunta general sobre el proceso de indemnización","La respuesta del chatbot es correcta al negar la posibilidad de indemnización por Libro de Reclamaciones o INDECOPI y afirmar que debe ser a través de un proceso judicial, cubriendo los puntos clave de la referencia. La mención del caso de muerte es un detalle irrelevante pero no incorrecto.",2.57,3
7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,0,incorrecto,,Que el vendedor NO puede negarse a cambiar una prenda defectuosa | El vendedor está obligado a restituir un nuevo producto si no cumple con la calidad prometida,,"El chatbot comienza su respuesta con un 'Sí' a la pregunta '¿Pueden negarse a cambiarme...?', lo cual contradice directamente la respuesta correcta 'No' y el derecho del consumidor a no serle negado el cambio de una prenda con roturas o mala calidad.",2.46,3
8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,1,parcial,Prohibición de cobrar o aumentar comisiones sin previo aviso | Necesidad de informar adecuadamente al consumidor,,,"La respuesta del chatbot es correcta al indicar que el banco no puede cobrar comisiones sin informar previamente, cubriendo los conceptos clave de la referencia. Sin embargo, incluye información irrelevante sobre tarjetas de débito, lo que la convierte en una respuesta parcial.",2.46,3
9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,Los negocios digitales deben tener un libro de reclamaciones | El libro de reclamaciones para negocios digitales debe ser virtual | Debe ser accesible para los consumidores | Se debe brindar apoyo técnico para el registro del reclamo,El libro de reclamaciones virtual tiene las mismas características que un libro de reclamaciones físico | Todos los negocios (físicos o virtuales) deben contar con un libro de reclamaciones (la respuesta del chatbot se centra más en los digitales y luego generaliza un poco sin la claridad de la referencia),,"La respuesta del chatbot es correcta en el punto principal y añade información relevante. Sin embargo, omite un concepto clave de la referencia sobre la equivalencia de características entre el libro virtual y el físico, y la generalización de la obligación a 'todos los negocios' es menos explícita que en la referencia.",1.32,3
10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,Prohibición de cobrar más del precio exhibido | Obligación de informar clara y previamente sobre recargos adicionales | Necesidad de aceptación expresa del consumidor para recargos adicionales | La carga de la prueba sobre la información de recargos recae en el proveedor | Mención de artículos relevantes del Código de Protección y Defensa del Consumidor,,,"La respuesta del chatbot es correcta y concuerda con la referencia, prohibiendo el cobro de precios superiores a los exhibidos. Además, amplía la información al detallar las condiciones para recargos adicionales y sustenta la respuesta con artículos relevantes del Código de Protección y Defensa del Consumidor, lo cual la hace más completa y precisa.",1.59,3
11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,La propina es voluntaria | No pueden obligar a pagar un adicional al precio de la carta | Cargos adicionales deben ser informados previamente al consumidor,,"Mención de una sentencia sobre cartas de comida diferenciadas por género, que es irrelevante para la pregunta sobre propinas o cargos adicionales.","La respuesta del chatbot cubre correctamente los conceptos clave de la referencia, indicando que la propina es voluntaria y que los recargos deben ser informados previamente. Aunque añade información irrelevante sobre un caso de discriminación, esta no es incorrecta ni constituye una alucinación grave que afecte la veracidad de la respuesta principal.",1.6,3
12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,1,parcial,No puede obligar a comprar libros nuevos | Derecho a usar libros de segundo uso o reutilizados,Prohibido y sancionado (la mención de 'sancionado'),"El 'Observatorio Nacional de Textos Escolares' descrito no existe como tal ni está coordinado por Indecopi bajo el Artículo 4 del Código de Protección y Defensa del Consumidor, Ley N° 29571.","La respuesta del chatbot es correcta en el concepto principal, indicando que no se puede obligar la compra de libros nuevos y se pueden usar de segundo uso. Sin embargo, introduce una alucinación grave al citar un 'Observatorio Nacional de Textos Escolares' que no existe bajo el amparo del Artículo 4 de la Ley 29571, lo cual penaliza la puntuación.",2.65,3
1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Reclamo: problema con el producto o servicio en sí | Queja: problema con el servicio al cliente o trato al consumidor,,,"La respuesta del chatbot explica claramente la diferencia entre queja y reclamo, coincidiendo con la definición de la referencia y proporcionando ejemplos pertinentes que ilustran ambos conceptos de manera precisa.",10.43,3
2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,0,incorrecto,,Primer reclamo a la empresa prestadora del servicio | Denuncia ante INDECOPI si no satisfecho,Indica incorrectamente que el primer reclamo debe hacerse ante OSIPTEL | Omite a INDECOPI como la institución competente para denuncias en segunda instancia por derechos del consumidor insatisfechos.,"La respuesta del chatbot es fundamentalmente incorrecta al sugerir que el primer reclamo se realice directamente ante OSIPTEL en lugar de la empresa operadora, y omite a INDECOPI como la entidad de segunda instancia para reclamos insatisfechos.",2.48,3
3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,Reclamo se presenta ante la empresa (directamente o por Libro de Reclamaciones) | Reclamo busca solución del problema por parte del proveedor | Denuncia se presenta ante INDECOPI | Denuncia busca una sanción o multa para el proveedor | La denuncia se presenta si el reclamo no fue resuelto o hubo una infracción | Primero se debe realizar el reclamo antes de la denuncia,,,"La respuesta del chatbot explica de forma muy clara y precisa la diferencia entre reclamo y denuncia, cubriendo todos los puntos clave de la referencia y el orden correcto del procedimiento, sin información incorrecta.",3.02,3
4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,"área del inmueble | datos y condiciones de la venta (parcialmente, al mencionar documentos y características)",precio exacto | forma y plazos de pago | penalidades | forma de resolver controversias | coincidencia con ofertas y ofrecimientos previos,,"El chatbot brinda información útil sobre documentos y características técnicas del departamento, pero omite aspectos cruciales de la venta como el precio, las condiciones de pago, las penalidades y la forma de resolver controversias, que son indispensables en un contrato de compraventa.",4.98,3
5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,Derecho a pagar por adelantado préstamos | Pago sin penalidades ni cobros adicionales,El banco no puede negarse a recibir el pago,,"El chatbot afirma correctamente el derecho a pagar por adelantado y la ausencia de penalidades, citando correctamente el artículo 86. Sin embargo, omite la afirmación explícita de que el banco no puede negarse a recibir el pago, y los pasos prácticos, aunque útiles, no refuerzan esta innegociabilidad del derecho.",2.67,3
6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,INDECOPI no otorga indemnizaciones por daños y perjuicios | La indemnización debe solicitarse mediante un proceso civil judicial separado,,Información adicional sobre indemnización por muerte que no fue solicitada.,"Aunque el chatbot inicia con una declaración de incertidumbre, su respuesta explica correctamente que INDECOPI no otorga indemnizaciones por daños y perjuicios y que el proceso adecuado es un juicio civil, lo cual concuerda plenamente con la respuesta de referencia.",3.6,3
7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,"Derecho al cambio de prenda por defectos (roturas o mala calidad) | Obligación del proveedor de cambiar el producto o brindar una nueva ejecución/devolución | Pasos para el reclamo: comunicar al proveedor y denunciar ante INDECOPI | Referencia legal (Código de Protección y Defensa del Consumidor, artículo 97)",,,"La respuesta del chatbot es correcta al implicar que el proveedor no puede negarse al cambio y al explicar el derecho del consumidor a una solución. Proporciona información adicional y útil sobre el procedimiento de reclamo y la base legal, sin incluir datos incorrectos o alucinaciones.",1.95,3
8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,0,incorrecto,,Respuesta directa 'No' | Prohibición de aumentar o cambiar comisiones y otros gastos sin informar adecuadamente,,"La respuesta del chatbot no contesta directamente la pregunta con un 'No' y omite el concepto clave de la prohibición legal de cobrar o modificar comisiones sin previo aviso, centrándose en los pasos para reclamar en lugar de la legalidad de la acción.",1.94,3
9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",2.49,3
10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",2.67,3
11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.45,3
12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",2.43,3
1,libro_reclamaciones,gemma2:9b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",9.18,3
2,telecomunicaciones,gemma2:9b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.99,3
3,indecopi,gemma2:9b,¿Qué diferencia una denuncia de una reclamación?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.79,3
4,inmobiliario,gemma2:9b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.94,3
5,servicios_financieros,gemma2:9b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.71,3
6,indecopi,gemma2:9b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.36,3
7,productos_defectuosos,gemma2:9b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.22,3
8,servicios_financieros,gemma2:9b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,,error_api,,,,"Error al llamar a Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. ', 'status': 'RESOURCE_EXHAUSTED'}}",1.26,3
