id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,Prohibición de obligar a comprar libros de texto nuevos | Menciona la Ley N° 29571 (Código de Protección y Defensa del Consumidor) | Permite el uso de libros reutilizados o de segunda mano | Derecho a comprar libros usados | Condición de cumplir criterios pedagógicos del Ministerio de Educación | Pasos para reclamar (INDECOPI),Mención explícita de 'sancionado',La referencia a un 'artículo específico sobre textos escolares' en la Ley N° 29571 es una imprecisión; la ley cubre el tema bajo principios más generales de protección al consumidor y servicios educativos.,"La respuesta del chatbot es precisa y cubre todos los conceptos clave de la referencia, incluso ofreciendo información legal adicional y pasos prácticos útiles. La imprecisión sobre el 'artículo específico' es menor y no afecta la validez general de la respuesta.",4.69,3
1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Diferencia entre queja y reclamo | Queja: malestar o descontento con la atención recibida (servicio al cliente/trato) | Reclamo: falla o disconformidad con el producto o servicio adquirido,,,"La respuesta del chatbot explica correctamente la diferencia entre queja y reclamo, alineándose con la referencia al definir la queja como relacionada con la atención y el reclamo con el producto/servicio, con ejemplos precisos.",6.52,3
2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,Reclamo inicial a la empresa prestadora del servicio | La empresa debe brindar medios o canales para presentar el reclamo,Interponer una denuncia ante INDECOPI si la empresa no satisface los derechos,,"El chatbot explica correctamente que el primer reclamo es a la empresa y menciona los canales, pero omite la información crucial sobre la posibilidad de interponer una denuncia ante INDECOPI si la respuesta de la empresa no es satisfactoria, un paso esencial en la defensa del consumidor.",2.65,3
3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,"denuncia es un procedimiento que culmina con sanción/multa al proveedor por parte del Estado | reclamación se dirige directamente a la empresa para resolver el problema | la denuncia es un paso posterior ante INDECOPI | reclamación a través del Libro de Reclamaciones | primero se hace un reclamo, luego una denuncia",,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia, diferenciando correctamente la denuncia de la reclamación y el orden de los pasos. Además, agrega información relevante y precisa que mejora la respuesta sin introducir errores.",2.56,3
4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,"identificación del departamento (área, medidas) | precio de venta | forma y plazos de pago | mecanismos para resolver controversias | plazo de entrega del departamento",penalidades | coincidencia con ofertas y publicidad previas,,"La respuesta del chatbot cubre la mayoría de los puntos clave, pero omite la mención de las penalidades, que son un aspecto importante en los contratos de compraventa. También omite la recomendación de que los datos deben coincidir con la publicidad o negociaciones previas.",1.7,3
5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",0,incorrecto,Derecho a pagar por adelantado (Sí) | Pagar sin penalidades ni intereses adicionales | No pagar comisiones por pago anticipado | Puede denunciar a INDECOPI | Menciona Ley N° 29571 y Artículo 86 del Código de Protección y Defensa del Consumidor,El banco no puede negarse a recibir el pago | La correcta aplicación del pago anticipado (primero a capital y luego recalculando intereses),"El chatbot afirma incorrectamente que 'El banco debe aplicar tus pagos primero a los intereses y gastos, luego al capital', lo cual contradice directamente el Artículo 86 del Código de Protección y Defensa del Consumidor, que establece que los pagos anticipados se aplican directamente a la reducción del capital.","Aunque el chatbot afirma correctamente el derecho a pagar por adelantado sin penalidades y cita la ley correcta, proporciona información fundamentalmente errónea sobre cómo deben aplicarse los pagos anticipados (primero a intereses en lugar de a capital), lo cual contradice directamente la ley peruana y el beneficio para el consumidor.",2.39,3
6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No se puede pedir indemnización por el Libro de Reclamaciones o INDECOPI | La indemnización por daños debe tramitarse como un juicio ordinario | El proceso judicial debe ser ante el Poder Judicial,,,"La respuesta del chatbot es correcta, coincide con la referencia en los conceptos clave (negativa a indemnización vía INDECOPI, necesidad de juicio ordinario ante el Poder Judicial) y añade información adicional pertinente y precisa.",2.75,3
7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,1,parcial,"El proveedor no puede negarse al cambio/reparación (implícito) | Derecho del consumidor a la reparación o cambio por producto nuevo | Aplicable por defectos de fabricación, roturas o mala calidad del producto | Procedimiento de reclamo y derivación a INDECOPI | Mención de la Ley N° 29571",,"Atribución directa de los derechos de reparación o reposición del producto al Artículo 97 de la Ley N° 29571, cuando estos se detallan más específicamente en el Artículo 100 de la misma ley.","La respuesta del chatbot es completa y cubre los conceptos clave de la referencia, incluso añadiendo información útil sobre el procedimiento. Sin embargo, contiene una imprecisión menor al citar el Artículo 97 en lugar del Artículo 100 para los derechos específicos de reparación o reposición, lo que justifica una clasificación de 'parcial'.",2.39,3
8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,2,correcto,Obligación de las entidades financieras de informar sobre costos y comisiones | Información previa antes de cobrar cualquier comisión o concepto,,,"El chatbot responde correctamente que el banco no puede cobrar sin avisar, al indicar que las entidades financieras están obligadas a informar previamente, lo cual cubre la esencia de la prohibición de la respuesta de referencia.",1.94,3
9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,"La obligación de tener un libro de reclamaciones aplica a negocios digitales | Para negocios digitales, el libro de reclamaciones es virtual | El libro de reclamaciones virtual tiene las mismas características y validez que el físico",,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia de manera precisa y añade información valiosa y correcta sobre el sustento legal y el procedimiento práctico para el consumidor, sin presentar ninguna imprecisión o alucinación.",2.56,3
10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,"Prohibición de cobrar más del precio exhibido | Obligación de indicar el precio total (incluyendo tributos, comisiones y cargos) | Derecho del consumidor a no pagar sobreprecios | Posibilidad de acudir a INDECOPI ante un cobro injustificado",,,"La respuesta del chatbot es completamente correcta, responde 'No' de manera directa y fundamentada en el Artículo 4.1 del Código de Protección y Defensa del Consumidor, que es el sustento legal de la respuesta de referencia. Además, añade pasos prácticos y correctos para el consumidor, sin información incorrecta o alucinaciones.",2.91,3
11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,0,incorrecto,,La propina es únicamente voluntaria | Cualquier recargo o pago adicional debe ser informado de forma íntegra y adecuada antes del consumo | No se puede obligar a pagar propina o un adicional al precio de la carta,Respondió sobre discriminación de precios por género en lugar de la pregunta sobre propinas o cargos adicionales,"El chatbot no responde la pregunta del ciudadano sobre si pueden obligarlo a pagar propina o un adicional, sino que aborda un tema completamente diferente de discriminación de precios por género.",3.48,3
12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,1,parcial,Prohibición de exigir la compra de libros nuevos | Posibilidad de usar libros reutilizados o de segunda mano | Derecho del consumidor a no ser obligado a comprar libros nuevos | Posibilidad de denunciar a INDECOPI,La mención explícita de que la exigencia está 'sancionada',Referencia a 'artículo 2.1 del contexto legal' | Referencia a 'artículo 2.2 del contexto legal',"El chatbot responde correctamente a la pregunta principal y cubre los conceptos clave sobre la prohibición de exigir libros nuevos y la opción de usar de segunda mano. Sin embargo, inventa referencias a 'artículo 2.1' y 'artículo 2.2 del contexto legal', lo cual penaliza su puntuación.",2.11,3
1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,1,parcial,Reclamo: problemas con el producto o servicio | Queja: problemas con la atención o el trato al cliente,"Ejemplos específicos para queja y reclamo (ej: aparato que no funcione, mesero que exija propina)",La queja es un paso previo para presentar un reclamo (Esto es incorrecto; son vías distintas),"El chatbot identifica correctamente la diferencia principal entre queja (atención) y reclamo (producto/servicio), que es el concepto clave de la pregunta. Sin embargo, incluye una afirmación incorrecta al indicar que la queja es un paso previo para el reclamo, y omite los ejemplos ilustrativos que la respuesta de referencia utiliza para clarificar.",3.15,3
2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,0,incorrecto,El primer reclamo debe hacerse a la empresa prestadora del servicio,"Si no se satisfacen los derechos por la empresa, se puede interponer una denuncia ante INDECOPI","Menciona a 'TRASU (Tribunal Regulatorio de las Telecomunicaciones)' como la instancia para elevar la queja en segunda instancia, cuando esta entidad no existe para tal fin en Perú. La entidad correcta es INDECOPI para denuncias de consumo o TRUSU de OSIPTEL para apelaciones específicas de servicios de telecomunicaciones. | Describe 'Presentar un escrito conteniendo el recurso de apelación' como un canal para el reclamo inicial, cuando el recurso de apelación es para impugnar una decisión previa, no para iniciar un reclamo.","La respuesta del chatbot acierta en el primer paso (reclamar a la empresa operadora), pero introduce una grave alucinación al mencionar a 'TRASU' como la entidad para elevar la queja en segunda instancia, contradiciendo la referencia que indica INDECOPI. Esta desinformación es crítica para la orientación del ciudadano.",4.28,3
3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?,2,correcto,"Reclamo: disconformidad consumidor vs empresa | Reclamo: vía Libro de Reclamaciones | Denuncia: solicitud/procedimiento ante INDECOPI | Denuncia: por vulnerar derechos/infracción al Código de Protección y Defensa del Consumidor | Orden: Primero reclamo, luego denuncia",Objeto de la denuncia: sancionar con una multa al proveedor,,"La respuesta del chatbot cubre con gran precisión los conceptos clave que diferencian una reclamación de una denuncia, incluyendo las partes involucradas, los canales de presentación y la secuencia lógica. La omisión de la palabra 'multa' como objetivo de la denuncia es una imprecisión menor que no altera el sentido general de la respuesta, dado que menciona 'infracción al Código' y la intervención de INDECOPI.",1.86,3
4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,0,incorrecto,Identificación de las partes (vendedor y comprador) | Identificación del departamento | Áreas exclusivas y comunes | Precio de venta del departamento | Forma de pago y plazo | Penalidades por incumplimiento | Mecanismos para la solución de controversias,Los datos del contrato deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas,"Invención de la ""Resolución Ministerial N° 049-2018-INF/ECONOMÍA Y FISCALIDAD - Condiciones minima para que se valide un contrato de venta de un inmueble en planos"" | Invención de la ""Resolución Ministerial N° 045-2018-INF/ECONOMÍA Y FISCALIDAD - Condiciones minima para que se valide un contrato de venta de un inmueble construido""","Aunque la respuesta del chatbot cubre la mayoría de los conceptos clave sobre el contenido del contrato y añade información relevante sobre la formalización, omite un punto crucial para el consumidor (la coincidencia con ofertas previas). Más grave aún, la respuesta incluye dos referencias legales completamente inventadas, lo que activó una penalización de -1 punto, resultando en un puntaje final de 0.",6.91,3
5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,Derecho a pagar anticipadamente o prepagar préstamos | Aplica tanto a pagos totales como parciales | Reducción de intereses compensatorios,"El banco no puede negarse a recibir el pago | El pago anticipado es libre, implicando que no debe haber penalidades o cargos adicionales por el prepago","La afirmación de que 'la exigencia de pagar una comisión expresada en porcentajes puede ser considerada como forma de recuperar los intereses dejados de percibir' es una imprecisión significativa en el contexto de la protección al consumidor peruano, que generalmente prohíbe o limita severamente las penalidades por prepago para los consumidores. | El segundo párrafo sobre 'compras de deudas' es información irrelevante para la pregunta directa sobre el derecho a prepagar un préstamo.","El chatbot acierta al indicar que el consumidor tiene derecho a pagar anticipadamente, pero omite la información crucial de que el banco no puede negarse y que el prepago debe ser libre de penalidades. Además, incluye una imprecisión sobre las comisiones por prepago y un párrafo irrelevante que diluye la claridad de la respuesta.",2.79,3
6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,"No se puede pedir indemnización por Libro de Reclamaciones o INDECOPI | La indemnización por daños debe tramitarse como juicio ordinario ante el Poder Judicial | INDECOPI solo sanciona y dicta medidas correctivas, no indemniza",,,"El chatbot responde correctamente que no se puede pedir indemnización por esas vías y explica que debe ser un juicio ordinario ante el Poder Judicial, coincidiendo con la referencia y añadiendo detalles correctos sobre el rol de INDECOPI.",1.84,3
7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,No se pueden negar a cambiar la prenda (implícito) | Derecho a cambio/reparación/reposición de producto | Producto con roturas o mala calidad (no cumple con especificaciones) | Fundamento legal: Artículo 97 del Código de Protección y Defensa del Consumidor (Ley N° 29571) | Posibilidad de denunciar ante INDECOPI | Necesidad de acompañar reclamación con pruebas,,"La atribución de la 'Fuente' de la Ley N° 29571 exclusivamente al Ministerio de Comercio Exterior y Turismo del Perú es imprecisa, ya que esta ley tiene un origen legislativo más amplio y no es propia de un único ministerio.","La respuesta del chatbot es correcta y exhaustiva, cubriendo todos los puntos de la referencia de forma clara y añadiendo información legal y de procedimiento precisa y relevante. La única imprecisión es menor en la atribución de la fuente de la ley y no afecta la validez ni el sentido de la respuesta principal.",2.26,3
8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,1,parcial,Prohibición de cobrar comisiones sin informar previamente | Necesidad de informar antes de realizar un cobro,,"La 'Sección Séptima - Oferta de tarjetas de crédito sin comisión de membresía' citada como parte de la Ley N° 29571 es un título de sección inventado; la Ley 29571 existe, pero no tiene una sección con ese título específico.","La respuesta del chatbot es correcta en el concepto central de que no se pueden cobrar comisiones sin informar previamente, cubriendo los puntos clave de la referencia. Sin embargo, incluye una alucinación al citar una 'Sección Séptima' con un título específico que no existe en la Ley N° 29571, lo que penaliza su exactitud a una calificación parcial.",1.8,3
9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,Respuesta afirmativa (Sí) | Aplica a negocios físicos y digitales | Obligatoriedad de tener libro de reclamaciones | Puede ser físico o virtual,El libro de reclamaciones virtual tiene las mismas características que el físico,Cita incorrecta del Artículo 4 del Código de Protección y Defensa del Consumidor peruano como base para la especificación del formato del libro de reclamaciones.,"El chatbot responde correctamente a la pregunta principal y cubre la mayoría de los conceptos clave, pero omite la equivalencia legal del libro virtual y cita erróneamente el Artículo 4 del Código de Protección y Defensa del Consumidor para justificar la posibilidad del formato virtual, lo cual es una alucinación y un error factual significativo en el contexto legal.",1.15,3
10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,"Prohibición de subir o cobrar más del precio exhibido | Aplicación a tienda física/local y página web | Obligación de indicar el precio total, incluyendo tributos, comisiones y cargos aplicables | Prohibición de cobros adicionales disgregados al precio final",,,"El chatbot cubre completamente los conceptos clave de la respuesta de referencia y los amplía con detalles legales específicos (números de artículo) y orientación adicional sobre cómo proceder en caso de incumplimiento, todo ello de forma correcta y precisa. No contiene información incorrecta ni alucinaciones.",2.58,3
11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,1,parcial,No se puede obligar a pagar propina o un adicional | Mención del Código de Protección y Defensa del Consumidor,La propina es únicamente voluntaria | Cualquier recargo adicional debe figurar y ser informado de forma íntegra y adecuada antes del consumo,Ejemplo de sanción por cartas diferenciadas entre hombres y mujeres (irrelevante para la pregunta),"La respuesta del chatbot es 'No' y menciona correctamente que no se puede exigir propina o adicionales. Sin embargo, omite el concepto clave de que los cargos adicionales son permitidos si se informan adecuadamente antes del consumo y agrega un ejemplo legal irrelevante.",1.37,3
12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,No se puede obligar a comprar libros nuevos | Derecho a usar libros reutilizados o de segunda mano | Posibilidad de contactar a INDECOPI en caso de incumplimiento,,,"La respuesta del chatbot es correcta, cubre todos los conceptos clave de la referencia, y añade información valiosa y precisa sobre la legislación aplicable (artículos específicos de la Ley 29571) y el procedimiento a seguir ante INDECOPI, sin presentar alucinaciones.",2.53,3
